Trial,Discounted health benefit ($),Discounted income benefit ($),Total discounted benefit ($),Discounted costs ($),Benefit-cost ratio,,
110,"$68,472,897","$27,830,657","$96,303,553","$2,212,663",43.5,,
111,"$172,982,586","$21,701,415","$194,684,001","$1,594,474",122.1,,
112,"$178,799,516","$69,367,460","$248,166,976","$3,620,488",68.5,,
113,"$282,752,047","$96,994,626","$379,746,673","$3,968,146",95.7,,
114,"$61,038,045","$21,021,101","$82,059,145","$1,292,615",63.5,,
115,"$64,145,628","$28,557,551","$92,703,179","$819,773",113.1,,
116,"$128,520,314","$33,331,317","$161,851,632","$1,357,626",119.2,,
117,"$84,258,359","$51,479,914","$135,738,273","$2,435,190",55.7,,
118,"$34,931,509","$8,694,132","$43,625,641","$1,308,643",33.3,,
119,"$197,305,378","$48,212,462","$245,517,841","$2,497,203",98.3,,
120,"$75,008,441","$20,215,938","$95,224,379","$1,189,514",80.1,,
121,"$122,614,979","$20,142,267","$142,757,246","$1,178,013",121.2,,
122,"$175,733,513","$30,633,330","$206,366,843","$1,480,464",139.4,,
123,"$152,926,840","$21,465,099","$174,391,939","$2,203,948",79.1,,
124,"$103,346,944","$34,663,464","$138,010,408","$3,419,965",40.4,,
125,"$58,372,668","$18,872,090","$77,244,758","$2,444,408",31.6,,
126,"$168,151,785","$41,161,736","$209,313,522","$1,838,361",113.9,,
127,"$154,933,380","$41,294,840","$196,228,219","$3,048,404",64.4,,
128,"$104,535,679","$48,294,352","$152,830,031","$2,525,866",60.5,,
129,"$499,654,455","$249,316,559","$748,971,013","$3,001,358",249.5,,
130,"$20,354,213","$7,056,319","$27,410,533","$2,015,924",13.6,,
131,"$285,588,932","$35,518,387","$321,107,319","$2,157,787",148.8,,
132,"$200,474,670","$35,828,535","$236,303,205","$2,979,052",79.3,,
133,"$202,073,643","$61,981,393","$264,055,036","$1,457,742",181.1,,
134,"$46,441,758","$18,106,904","$64,548,662","$1,455,870",44.3,,
135,"$652,911,630","$113,088,578","$766,000,208","$2,156,933",355.1,,
136,"$152,383,593","$51,351,070","$203,734,664","$2,263,953",90.0,,
137,"$106,374,298","$27,160,842","$133,535,140","$1,938,723",68.9,,
138,"$99,915,009","$24,561,349","$124,476,357","$2,212,245",56.3,,
139,"$60,258,513","$27,816,145","$88,074,658","$2,041,714",43.1,,
140,"$331,117,327","$106,503,165","$437,620,493","$2,485,150",176.1,,
141,"$88,921,092","$16,816,204","$105,737,295","$787,320",134.3,,
142,"$111,527,754","$51,771,342","$163,299,096","$2,472,434",66.0,,
143,"$317,355,777","$85,256,455","$402,612,233","$2,557,368",157.4,,
144,"$119,085,301","$46,245,959","$165,331,260","$918,066",180.1,,
145,"$161,969,179","$29,994,012","$191,963,191","$1,627,889",117.9,,
146,"$322,627,305","$175,844,034","$498,471,339","$1,140,155",437.2,,
147,"$146,948,608","$69,546,191","$216,494,798","$2,990,909",72.4,,
148,"$226,770,100","$75,400,011","$302,170,111","$3,678,012",82.2,,
149,"$56,354,045","$21,980,579","$78,334,625","$2,043,401",38.3,,
150,"$82,175,694","$15,427,746","$97,603,439","$1,578,471",61.8,,
151,"$73,531,502","$24,389,654","$97,921,156","$1,284,092",76.3,,
152,"$147,012,288","$40,380,986","$187,393,274","$1,976,890",94.8,,
153,"$113,921,717","$63,704,778","$177,626,495","$2,724,413",65.2,,
154,"$218,534,256","$49,082,464","$267,616,720","$1,587,428",168.6,,
155,"$208,536,378","$48,294,521","$256,830,900","$1,786,809",143.7,,
156,"$296,481,521","$103,510,941","$399,992,463","$2,337,390",171.1,,
157,"$408,961,067","$103,327,213","$512,288,279","$1,305,636",392.4,,
158,"$27,419,537","$7,918,014","$35,337,551","$791,479",44.6,,
159,"$85,915,512","$21,206,415","$107,121,927","$1,018,951",105.1,,
160,"$111,462,772","$57,135,558","$168,598,330","$1,289,730",130.7,,
161,"$399,850,422","$66,004,983","$465,855,405","$3,161,485",147.4,,
162,"$209,202,557","$32,410,602","$241,613,159","$2,092,049",115.5,,
163,"$176,192,065","$58,199,435","$234,391,501","$1,399,508",167.5,,
164,"$167,236,855","$26,319,119","$193,555,974","$1,559,637",124.1,,
165,"$131,990,860","$39,369,980","$171,360,840","$1,843,852",92.9,,
166,"$151,298,952","$46,156,932","$197,455,884","$1,964,117",100.5,,
167,"$233,336,740","$74,534,342","$307,871,081","$1,888,703",163.0,,
168,"$86,119,998","$23,503,974","$109,623,972","$1,215,863",90.2,,
169,"$83,887,332","$25,770,984","$109,658,315","$2,450,080",44.8,,
170,"$163,652,818","$31,434,704","$195,087,521","$1,221,789",159.7,,
171,"$151,904,947","$36,263,763","$188,168,710","$2,391,690",78.7,,
172,"$37,495,698","$16,201,754","$53,697,451","$2,409,258",22.3,,
173,"$62,928,102","$20,293,562","$83,221,664","$1,270,266",65.5,,
174,"$155,028,813","$87,332,892","$242,361,705","$1,832,059",132.3,,
175,"$105,326,334","$18,507,728","$123,834,062","$1,821,577",68.0,,
176,"$222,919,812","$28,536,488","$251,456,300","$830,217",302.9,,
177,"$243,612,680","$112,886,186","$356,498,866","$2,613,871",136.4,,
178,"$256,727,437","$142,108,602","$398,836,039","$1,527,142",261.2,,
179,"$151,742,185","$34,411,893","$186,154,077","$1,992,123",93.4,,
180,"$121,459,116","$95,268,298","$216,727,415","$3,144,756",68.9,,
181,"$132,549,576","$66,363,162","$198,912,738","$2,825,883",70.4,,
182,"$303,635,607","$64,606,763","$368,242,370","$2,032,749",181.2,,
183,"$111,433,183","$26,484,663","$137,917,845","$2,098,152",65.7,,
184,"$132,494,043","$65,130,396","$197,624,439","$1,565,060",126.3,,
185,"$157,694,172","$28,805,425","$186,499,597","$2,825,158",66.0,,
186,"$197,402,944","$49,564,442","$246,967,386","$1,392,069",177.4,,
187,"$345,697,942","$75,799,888","$421,497,831","$2,084,668",202.2,,
188,"$129,856,785","$62,104,125","$191,960,910","$3,577,894",53.7,,
189,"$77,044,528","$24,046,581","$101,091,108","$1,340,200",75.4,,
190,"$111,356,246","$44,406,692","$155,762,938","$2,044,009",76.2,,
191,"$67,938,040","$25,622,099","$93,560,139","$1,634,079",57.3,,
192,"$635,531,675","$117,143,645","$752,675,320","$3,005,286",250.5,,
193,"$367,300,626","$39,092,909","$406,393,534","$2,816,018",144.3,,
194,"$81,396,475","$15,101,705","$96,498,180","$2,245,866",43.0,,
195,"$146,072,471","$62,238,480","$208,310,951","$1,604,848",129.8,,
196,"$14,604,297","$8,377,962","$22,982,259","$1,362,882",16.9,,
197,"$910,305,068","$243,649,910","$1,153,954,978","$3,405,365",338.9,,
198,"$213,816,443","$62,642,401","$276,458,844","$2,631,692",105.0,,
199,"$210,751,515","$65,402,310","$276,153,824","$2,904,908",95.1,,
200,"$191,244,095","$51,592,085","$242,836,181","$2,044,920",118.8,,
201,"$40,806,408","$15,393,301","$56,199,710","$1,979,059",28.4,,
202,"$245,282,531","$44,655,111","$289,937,642","$2,061,764",140.6,,
203,"$117,852,566","$47,770,465","$165,623,031","$1,674,145",98.9,,
204,"$190,228,608","$50,792,335","$241,020,943","$2,619,684",92.0,,
205,"$208,594,140","$54,167,524","$262,761,664","$2,130,832",123.3,,
206,"$137,067,191","$35,999,669","$173,066,860","$1,460,842",118.5,,
207,"$181,197,833","$34,128,414","$215,326,246","$2,379,956",90.5,,
208,"$161,496,344","$73,155,287","$234,651,631","$2,331,757",100.6,,
209,"$133,961,670","$54,027,130","$187,988,800","$2,222,272",84.6,,
210,"$182,950,446","$72,050,576","$255,001,022","$1,498,746",170.1,,
211,"$133,509,393","$36,492,006","$170,001,399","$760,500",223.5,,
212,"$338,600,611","$108,567,573","$447,168,184","$1,809,853",247.1,,
213,"$107,871,539","$44,577,924","$152,449,463","$1,830,015",83.3,,
214,"$263,244,107","$69,664,700","$332,908,807","$2,636,136",126.3,,
215,"$142,498,626","$24,785,389","$167,284,015","$2,322,810",72.0,,
216,"$368,806,711","$70,353,578","$439,160,288","$1,679,642",261.5,,
217,"$72,161,557","$26,608,587","$98,770,144","$1,484,358",66.5,,
218,"$64,970,959","$44,783,113","$109,754,072","$1,476,795",74.3,,
219,"$315,845,219","$99,377,088","$415,222,307","$3,389,983",122.5,,
220,"$142,429,711","$54,098,470","$196,528,181","$1,658,057",118.5,,
221,"$33,570,223","$7,347,470","$40,917,694","$1,427,246",28.7,,
222,"-$19,273,234","-$4,056,776","-$23,330,010","$165,872",-140.7,,
223,"$148,898,824","$44,347,445","$193,246,269","$1,873,905",103.1,,
224,"$165,463,417","$57,611,194","$223,074,611","$1,561,170",142.9,,
225,"$256,898,916","$71,851,769","$328,750,685","$4,546,701",72.3,,
226,"$114,196,648","$50,403,314","$164,599,962","$1,985,866",82.9,,
227,"$90,314,044","$36,658,779","$126,972,823","$1,992,798",63.7,,
228,"$440,479,805","$136,243,124","$576,722,929","$3,317,470",173.8,,
229,"$90,238,570","$53,616,724","$143,855,294","$1,566,205",91.8,,
230,"$85,643,462","$26,764,854","$112,408,316","$1,997,748",56.3,,
231,"$98,977,533","$22,502,248","$121,479,781","$1,400,272",86.8,,
232,"$126,342,955","$32,292,375","$158,635,330","$1,696,896",93.5,,
233,"$368,163,634","$73,394,474","$441,558,108","$1,781,997",247.8,,
234,"$76,397,559","$25,495,523","$101,893,083","$1,976,329",51.6,,
235,"$77,889,121","$33,437,626","$111,326,746","$1,786,734",62.3,,
236,"$86,404,369","$41,880,899","$128,285,267","$1,691,168",75.9,,
237,"$256,849,369","$62,363,866","$319,213,236","$1,301,908",245.2,,
238,"$366,019,413","$80,961,928","$446,981,341","$1,706,539",261.9,,
239,"$92,096,016","$28,997,661","$121,093,676","$1,238,657",97.8,,
240,"$183,515,113","$103,396,106","$286,911,219","$3,878,581",74.0,,
241,"$95,161,701","$24,698,480","$119,860,181","$1,743,487",68.7,,
242,"$51,841,769","$12,562,391","$64,404,160","$1,629,425",39.5,,
243,"$25,769,095","$4,910,569","$30,679,665","$855,552",35.9,,
244,"$67,668,850","$24,448,791","$92,117,641","$1,995,833",46.2,,
245,"$146,180,888","$33,223,334","$179,404,222","$2,335,897",76.8,,
246,"$426,688,185","$76,568,029","$503,256,214","$2,790,549",180.3,,
247,"$92,511,356","$84,446,219","$176,957,575","$2,777,613",63.7,,
248,"$155,634,469","$63,501,623","$219,136,092","$2,497,252",87.8,,
249,"$262,645,963","$79,926,849","$342,572,811","$1,493,991",229.3,,
250,"$38,876,990","$10,544,659","$49,421,649","$1,193,162",41.4,,
251,"$157,833,480","$64,330,381","$222,163,861","$1,886,049",117.8,,
252,"$56,735,092","$28,804,185","$85,539,277","$683,575",125.1,,
253,"$405,875,923","$67,171,141","$473,047,065","$2,057,450",229.9,,
254,"$43,130,154","$10,741,885","$53,872,039","$1,090,900",49.4,,
255,"$263,609,938","$92,791,297","$356,401,235","$1,547,785",230.3,,
256,"$15,940,341","$5,894,321","$21,834,663","$949,607",23.0,,
257,"$405,788,579","$37,870,342","$443,658,922","$1,452,734",305.4,,
258,"$198,417,422","$83,446,537","$281,863,959","$2,306,715",122.2,,
259,"$158,177,668","$32,646,690","$190,824,358","$2,546,470",74.9,,
260,"$47,761,851","$11,460,831","$59,222,682","$1,250,965",47.3,,
261,"$199,942,008","$55,654,935","$255,596,943","$2,451,092",104.3,,
262,"$85,582,147","$21,541,402","$107,123,549","$1,931,169",55.5,,
263,"$30,315,766","$15,161,334","$45,477,100","$1,001,845",45.4,,
264,"$34,789,994","$15,640,598","$50,430,591","$1,311,873",38.4,,
265,"$146,233,525","$39,201,465","$185,434,990","$1,749,597",106.0,,
266,"$166,560,743","$37,051,258","$203,612,001","$2,784,833",73.1,,
267,"$377,264,973","$65,681,786","$442,946,759","$1,996,750",221.8,,
268,"$290,038,480","$82,371,099","$372,409,579","$2,427,860",153.4,,
269,"$65,201,013","$15,507,872","$80,708,885","$1,910,165",42.3,,
270,"$119,515,438","$21,115,762","$140,631,199","$1,706,794",82.4,,
271,"$71,122,767","$17,197,939","$88,320,706","$1,310,234",67.4,,
272,"$214,903,665","$37,286,146","$252,189,811","$2,246,247",112.3,,
273,"$135,946,392","$69,658,629","$205,605,021","$1,739,140",118.2,,
274,"$117,248,444","$69,041,234","$186,289,678","$2,077,922",89.7,,
275,"$340,049,816","$127,153,156","$467,202,971","$2,654,600",176.0,,
276,"$204,927,122","$101,531,091","$306,458,213","$2,214,049",138.4,,
277,"$88,826,104","$24,678,211","$113,504,316","$1,158,230",98.0,,
278,"$121,470,107","$17,065,424","$138,535,532","$1,008,878",137.3,,
279,"$71,152,803","$25,042,563","$96,195,366","$1,190,754",80.8,,
280,"$62,949,464","$22,537,757","$85,487,221","$2,296,093",37.2,,
281,"$99,086,701","$36,081,021","$135,167,722","$850,952",158.8,,
282,"$235,621,050","$63,646,060","$299,267,111","$1,167,351",256.4,,
283,"$196,136,471","$34,872,860","$231,009,331","$2,048,919",112.7,,
284,"$173,169,981","$41,698,618","$214,868,599","$2,434,666",88.3,,
285,"$193,269,655","$51,770,688","$245,040,343","$1,768,591",138.6,,
286,"$89,984,922","$38,318,115","$128,303,037","$2,494,121",51.4,,
287,"$110,451,760","$34,936,980","$145,388,740","$1,409,045",103.2,,
288,"$197,607,939","$71,328,192","$268,936,131","$2,019,270",133.2,,
289,"$75,802,488","$31,263,661","$107,066,149","$1,232,266",86.9,,
290,"$229,747,635","$67,777,157","$297,524,792","$1,543,685",192.7,,
291,"$74,272,923","$7,602,004","$81,874,928","$1,701,265",48.1,,
292,"$108,218,617","$27,469,717","$135,688,334","$1,765,490",76.9,,
293,"$251,460,325","$80,566,213","$332,026,538","$1,725,887",192.4,,
294,"$201,406,129","$39,848,965","$241,255,094","$2,265,903",106.5,,
295,"$328,372,002","$134,257,400","$462,629,401","$1,962,442",235.7,,
296,"$73,711,438","$40,063,817","$113,775,255","$1,877,770",60.6,,
297,"$103,746,974","$21,919,185","$125,666,160","$2,760,380",45.5,,
298,"$85,876,153","$34,384,402","$120,260,554","$1,458,208",82.5,,
299,"$231,918,352","$140,891,517","$372,809,868","$2,525,994",147.6,,
300,"$194,838,900","$50,955,705","$245,794,606","$1,438,523",170.9,,
301,"$231,382,327","$37,591,277","$268,973,604","$2,791,983",96.3,,
302,"$158,311,553","$26,325,551","$184,637,104","$3,111,267",59.3,,
303,"$139,564,512","$26,274,930","$165,839,442","$1,830,338",90.6,,
304,"$173,656,202","$52,417,032","$226,073,235","$1,766,722",128.0,,
305,"$147,857,041","$42,743,891","$190,600,932","$1,588,870",120.0,,
306,"$46,383,114","$10,013,526","$56,396,640","$1,190,789",47.4,,
307,"$119,049,867","$18,455,498","$137,505,365","$2,388,723",57.6,,
308,"$522,162,793","$232,571,129","$754,733,922","$2,235,330",337.6,,
309,"$505,926,351","$68,552,895","$574,479,247","$2,449,837",234.5,,
310,"$57,655,342","$15,554,599","$73,209,941","$1,184,791",61.8,,
311,"$120,189,039","$34,544,629","$154,733,669","$2,081,940",74.3,,
312,"$40,915,125","$15,169,651","$56,084,776","$1,065,330",52.6,,
313,"$302,075,379","$79,475,954","$381,551,333","$2,426,626",157.2,,
314,"$146,362,343","$56,224,105","$202,586,448","$2,588,432",78.3,,
315,"$177,916,449","$75,787,999","$253,704,448","$1,439,452",176.3,,
316,"$75,048,508","$21,662,384","$96,710,892","$2,244,513",43.1,,
317,"$183,472,749","$61,478,291","$244,951,040","$2,492,559",98.3,,
318,"$79,368,567","$27,237,574","$106,606,141","$1,423,200",74.9,,
319,"$276,373,510","$38,356,968","$314,730,477","$4,024,145",78.2,,
320,"$193,254,831","$40,981,228","$234,236,059","$1,898,321",123.4,,
321,"$110,191,225","$71,278,626","$181,469,850","$2,588,756",70.1,,
322,"$28,738,659","$12,666,545","$41,405,204","$3,095,775",13.4,,
323,"$127,043,047","$50,852,687","$177,895,734","$1,877,664",94.7,,
324,"$95,944,199","$12,837,896","$108,782,095","$580,634",187.4,,
325,"$61,988,071","$19,187,845","$81,175,916","$1,628,802",49.8,,
326,"$399,293,940","$126,380,755","$525,674,695","$2,374,187",221.4,,
327,"$284,193,291","$44,219,412","$328,412,703","$957,685",342.9,,
328,"$36,400,490","$9,190,121","$45,590,612","$1,405,922",32.4,,
329,"$46,514,542","$16,525,494","$63,040,036","$1,763,062",35.8,,
330,"$140,349,336","$64,298,787","$204,648,123","$3,149,380",65.0,,
331,"$16,137,627","$8,508,883","$24,646,511","$1,697,733",14.5,,
332,"$48,197,770","$13,415,875","$61,613,645","$902,730",68.3,,
333,"$112,227,337","$40,557,487","$152,784,824","$1,711,711",89.3,,
334,"-$1,112,593","-$422,121","-$1,534,713","$627,738",-2.4,,
335,"$101,226,986","$26,013,938","$127,240,924","$1,356,603",93.8,,
336,"$216,091,371","$93,841,864","$309,933,236","$2,651,349",116.9,,
337,"$351,654,392","$115,403,248","$467,057,640","$2,006,333",232.8,,
338,"$98,127,649","$38,328,441","$136,456,090","$1,496,214",91.2,,
339,"$157,494,613","$28,091,031","$185,585,644","$2,281,691",81.3,,
340,"$635,039,622","$179,029,133","$814,068,755","$3,257,591",249.9,,
341,"$56,680,966","$24,545,375","$81,226,341","$2,581,880",31.5,,
342,"$88,555,567","$35,458,182","$124,013,749","$1,131,948",109.6,,
343,"$280,588,739","$132,068,006","$412,656,745","$2,289,497",180.2,,
344,"$88,688,019","$17,458,163","$106,146,182","$2,242,315",47.3,,
345,"$72,273,866","$43,345,481","$115,619,347","$2,819,010",41.0,,
346,"$56,473,524","$14,787,438","$71,260,962","$2,633,383",27.1,,
347,"$111,108,695","$44,929,267","$156,037,962","$1,566,348",99.6,,
348,"$98,303,149","$29,927,987","$128,231,136","$2,370,586",54.1,,
349,"$209,406,775","$45,787,504","$255,194,279","$3,871,395",65.9,,
350,"$379,550,073","$67,708,248","$447,258,321","$3,024,154",147.9,,
351,"$29,949,890","$8,359,002","$38,308,892","$2,355,723",16.3,,
352,"$162,117,857","$70,833,404","$232,951,261","$2,343,129",99.4,,
353,"$131,178,439","$104,701,782","$235,880,221","$1,885,492",125.1,,
354,"$63,627,578","$40,173,710","$103,801,288","$1,260,264",82.4,,
355,"$286,706,847","$94,413,099","$381,119,946","$1,317,807",289.2,,
356,"$283,756,134","$68,094,875","$351,851,009","$2,295,370",153.3,,
357,"$40,845,204","$19,606,877","$60,452,081","$1,552,077",38.9,,
358,"$262,272,335","$122,763,270","$385,035,605","$1,823,852",211.1,,
359,"$184,659,694","$23,501,514","$208,161,209","$2,471,195",84.2,,
360,"$580,194,900","$70,039,175","$650,234,075","$2,644,080",245.9,,
361,"$163,532,503","$54,197,990","$217,730,493","$2,977,940",73.1,,
362,"$100,224,425","$38,838,725","$139,063,150","$2,033,383",68.4,,
363,"$163,970,807","$48,363,950","$212,334,757","$2,993,449",70.9,,
364,"$59,960,045","$20,416,430","$80,376,475","$3,179,116",25.3,,
365,"$98,426,307","$21,873,171","$120,299,477","$1,497,414",80.3,,
366,"$122,986,703","$54,847,027","$177,833,730","$2,858,668",62.2,,
367,"$62,878,729","$18,013,403","$80,892,132","$1,736,002",46.6,,
368,"$99,983,100","$42,529,114","$142,512,214","$1,689,909",84.3,,
369,"$71,726,680","$42,487,688","$114,214,368","$1,910,123",59.8,,
370,"$222,897,721","$41,612,976","$264,510,697","$1,780,507",148.6,,
371,"$185,308,986","$53,825,717","$239,134,704","$2,500,760",95.6,,
372,"$244,256,183","$75,118,992","$319,375,174","$2,433,721",131.2,,
373,"$105,302,690","$23,636,741","$128,939,431","$1,875,282",68.8,,
374,"$204,376,789","$71,734,070","$276,110,860","$1,791,221",154.1,,
375,"$90,028,290","$23,444,064","$113,472,354","$1,896,551",59.8,,
376,"$235,306,854","$93,997,607","$329,304,461","$1,693,485",194.5,,
377,"$374,094,196","$147,438,142","$521,532,337","$1,887,296",276.3,,
378,"$18,546,869","$4,734,123","$23,280,993","$1,456,673",16.0,,
379,"$43,373,091","$26,896,209","$70,269,299","$1,638,612",42.9,,
380,"$73,639,352","$29,863,020","$103,502,371","$1,391,338",74.4,,
381,"$146,233,415","$30,011,068","$176,244,484","$1,403,487",125.6,,
382,"$37,915,915","$15,385,804","$53,301,719","$1,652,556",32.3,,
383,"$60,208,564","$13,706,740","$73,915,303","$1,882,220",39.3,,
384,"$163,850,185","$88,785,522","$252,635,707","$2,173,742",116.2,,
385,"$70,714,151","$33,216,869","$103,931,021","$959,479",108.3,,
386,"$232,609,729","$45,619,856","$278,229,584","$1,942,662",143.2,,
387,"$1,717,027","$631,656","$2,348,683","$2,981,839",0.8,,
388,"$74,983,905","$16,101,911","$91,085,815","$853,665",106.7,,
389,"$27,059,067","$6,439,246","$33,498,312","$1,018,509",32.9,,
390,"$316,445,437","$132,863,509","$449,308,946","$2,815,332",159.6,,
391,"$167,958,986","$34,907,990","$202,866,976","$2,367,936",85.7,,
392,"$12,970,445","$7,194,339","$20,164,784","$1,194,725",16.9,,
393,"$30,196,678","$13,657,257","$43,853,935","$1,943,061",22.6,,
394,"$32,340,241","$9,212,740","$41,552,981","$1,482,659",28.0,,
395,"$165,095,721","$53,956,845","$219,052,566","$1,632,555",134.2,,
396,"$265,725,882","$92,992,878","$358,718,761","$2,019,060",177.7,,
397,"$322,248,625","$118,036,479","$440,285,104","$1,678,841",262.3,,
398,"$220,634,770","$61,469,445","$282,104,215","$1,339,978",210.5,,
399,"$81,325,131","$38,691,442","$120,016,573","$924,253",129.9,,
400,"$117,681,476","$38,577,466","$156,258,941","$1,931,370",80.9,,
401,"$107,776,255","$49,360,499","$157,136,754","$845,429",185.9,,
402,"$129,174,273","$39,355,414","$168,529,687","$2,617,947",64.4,,
403,"$92,112,166","$16,975,355","$109,087,521","$3,172,866",34.4,,
404,"$182,145,787","$54,669,456","$236,815,243","$1,795,796",131.9,,
405,"$210,780,606","$77,194,825","$287,975,431","$2,239,758",128.6,,
406,"$146,202,290","$49,457,700","$195,659,991","$2,186,663",89.5,,
407,"$170,250,453","$66,456,021","$236,706,474","$1,790,456",132.2,,
408,"$50,152,523","$9,118,743","$59,271,267","$415,507",142.6,,
409,"$87,831,189","$36,599,402","$124,430,591","$877,373",141.8,,
410,"$193,171,039","$60,339,517","$253,510,556","$2,495,597",101.6,,
411,"$152,506,342","$53,093,154","$205,599,496","$1,978,078",103.9,,
412,"$553,297,454","$105,304,259","$658,601,713","$3,859,885",170.6,,
413,"$374,742,755","$183,217,567","$557,960,323","$1,938,048",287.9,,
414,"$101,477,192","$24,116,318","$125,593,510","$1,553,472",80.8,,
415,"$124,810,050","$39,844,291","$164,654,341","$2,789,273",59.0,,
416,"$184,000,784","$40,678,712","$224,679,496","$2,050,737",109.6,,
417,"$48,146,863","$29,420,668","$77,567,531","$1,761,505",44.0,,
418,"$251,687,621","$65,122,304","$316,809,926","$1,682,062",188.3,,
419,"$32,750,087","$8,848,632","$41,598,718","$1,216,384",34.2,,
420,"$42,535,093","$16,093,226","$58,628,319","$1,271,836",46.1,,
421,"$82,945,082","$36,270,127","$119,215,210","$1,707,220",69.8,,
